# Time (seconds),Voltage
0.0012499,2806
0.0037499,2268
0.0062499,883
0.0087499,37
0.0112499,799
0.0137499,2196
0.016249899999999998,2797
0.0187499,2708
0.021249900000000002,1862
0.023749899999999997,465
0.0262499,93
0.028749900000000002,1313
0.031249899999999997,2479
0.0337499,2829
0.0362499,2526
0.0387499,1376
0.0412499,183
0.0437499,378
0.0462499,1812
0.0487499,2690
0.0512499,2806
0.053749899999999996,2257
0.0562499,871
0.0587499,40
0.061249899999999996,816
0.0637499,2207
0.0662499,2805
0.0687499,2713
0.0712499,1861
0.0737499,462
0.0762499,103
0.0787499,1332
0.0812499,2494
0.0837499,2839
0.0862499,2531
0.0887499,1371
0.0912499,178
0.0937499,364
0.0962499,1740
0.0987499,2611
0.1012499,2748
0.1037499,2225
0.1062499,862
0.1087499,53
0.1112499,841
0.1137499,2225
0.1162499,2810
0.1187499,2711
0.1212499,1851
0.1237499,456
0.1262499,101
0.1287499,1342
0.1312499,2494
0.1337499,2832
0.1362499,2520
0.1387499,1355
0.1412499,167
0.1437499,385
0.1462499,1819
0.1487499,2692
0.1512499,2805
0.1537499,2244
0.1562499,862
0.1587499,48
0.1612499,839
0.1637499,2220
0.1662499,2806
0.1687499,2708
0.1712499,1846
0.1737499,459
0.17624990000000001,119
0.1787499,1364
0.1812499,2507
0.1837499,2835
0.1862499,2515
0.1887499,1340
0.1912499,162
0.1937499,398
0.1962499,1840
0.1987499,2703
0.2012499,2806
0.2037499,2236
0.2062499,844
0.20874990000000002,38
0.2112499,841
0.2137499,2220
0.2162499,2802
0.2187499,2699
0.2212499,1830
0.2237499,443
0.2262499,119
0.2287499,1371
0.2312499,2512
0.2337499,2839
0.2362499,2513
0.23874990000000001,1335
0.2412499,164
0.2437499,407
0.2462499,1844
0.2487499,2702
0.2512499,2805
0.25374990000000003,2236
0.25624990000000003,842
0.25874990000000003,41
0.26124990000000003,857
0.26374990000000004,2228
0.26624990000000004,2800
0.26874990000000004,2694
0.27124990000000004,1817
0.27374990000000005,433
0.27624990000000005,119
0.27874990000000005,1379
0.28124990000000005,2516
0.28374990000000005,2839
0.28624990000000006,2507
0.28874990000000006,1326
0.2912499,159
0.2937499,417
0.2962499,1857
0.2987499,2707
0.3012499,2805
0.3037499,2230
0.3062499,833
0.3087499,40
0.3112499,863
0.3137499,2238
0.31624990000000003,2808
0.31874990000000003,2695
0.32124990000000003,1811
0.32374990000000003,427
0.32624990000000004,117
0.32874990000000004,1382
0.33124990000000004,2512
0.33374990000000004,2834
0.33624990000000005,2502
0.33874990000000005,1195
0.34124990000000005,114
0.34374990000000005,518
0.34624990000000005,1861
0.34874990000000006,2702
0.35124990000000006,2795
0.3537499,2215
0.3562499,821
0.3587499,41
0.3612499,881
0.3637499,2251
0.3662499,2855
0.3687499,2774
0.3712499,1878
0.3737499,473
0.3762499,151
0.37874990000000003,1403
0.38124990000000003,2510
0.38374990000000003,2816
0.38624990000000003,2481
0.38874990000000004,1295
0.39124990000000004,146
0.39374990000000004,430
0.39624990000000004,1870
0.39874990000000005,2707
0.40124990000000005,2797
0.40374990000000005,2209
0.40624990000000005,810
0.40874990000000005,38
0.41124990000000006,884
0.41374990000000006,2252
0.41624990000000006,2810
0.4187499,2689
0.4212499,1795
0.4237499,415
0.4262499,128
0.4287499,1408
0.4312499,2523
0.4337499,2834
0.4362499,2494
0.4387499,1297
0.44124990000000003,149
0.44374990000000003,441
0.44624990000000003,1880
0.44874990000000003,2711
0.45124990000000004,2794
0.45374990000000004,2197
0.45624990000000004,797
0.45874990000000004,37
0.46124990000000005,894
0.46374990000000005,2255
0.46624990000000005,2810
0.46874990000000005,2690
0.47124990000000005,1790
0.47374990000000006,414
0.47624990000000006,135
0.47874990000000006,1413
0.4812499,2523
0.4837499,2829
0.4862499,2484
0.4887499,1284
0.4912499,143
0.4937499,443
0.4962499,1883
0.4987499,2710
0.5012499,2789
0.5037499000000001,2196
0.5062499,791
0.5087499000000001,33
0.5112499,902
0.5137499,2255
0.5162499,2802
0.5187499,2674
0.5212499,1770
0.5237499,404
0.5262499,138
0.5287499,1419
0.5312499,2528
0.5337499,2829
0.5362499000000001,2481
0.5387499,1272
0.5412499000000001,141
0.5437499,457
0.5462499000000001,1896
0.5487499,2710
0.5512499000000001,2784
0.5537499,2180
0.5562499000000001,779
0.5587499,35
0.5612499000000001,908
0.5637499,2262
0.5662499000000001,2806
0.5687499,2679
0.5712499000000001,1764
0.5737499,394
0.5762499000000001,133
0.5787499,1422
0.5812499,2528
0.5837499,2831
0.5862499,2475
0.5887499,1260
0.5912499,128
0.5937499,454
0.5962499,1899
0.5987499000000001,2718
0.6012499,2789
