# Time (seconds),Voltage
0.0012499,505.8000183105469
0.0037499,618.8400268554688
0.0062499,495.072021484375
0.0087499,451.0576171875
0.0112499,696.24609375
0.0137499,1128.596923828125
0.016249899999999998,1513.07763671875
0.0187499,1634.0621337890625
0.021249900000000002,1418.6497802734375
0.023749899999999997,1134.9197998046875
0.0262499,1050.535888671875
0.028749900000000002,1272.4287109375
0.031249899999999997,1630.14306640625
0.0337499,1875.714599609375
0.0362499,1822.771728515625
0.0387499,1488.0174560546875
0.0412499,1190.4139404296875
0.0437499,1195.5311279296875
0.0462499,1471.224853515625
0.0487499,1802.9798583984375
0.0512499,1950.783935546875
0.053749899999999996,1772.8271484375
0.0562499,1418.26171875
0.0587499,1192.609375
0.061249899999999996,1294.28759765625
0.0637499,1610.630126953125
0.0662499,1898.7041015625
0.0687499,1939.163330078125
0.0712499,1634.730712890625
0.0737499,1307.7845458984375
0.0762499,1192.82763671875
0.0787499,1389.8621826171875
0.0812499,1726.689697265625
0.0837499,1953.351806640625
0.0862499,1883.281494140625
0.0887499,1535.625244140625
0.0912499,1229.1002197265625
0.0937499,1230.2802734375
0.0962499,1501.024169921875
0.0987499,1825.619384765625
0.1012499,1965.2955322265625
0.1037499,1780.636474609375
0.1062499,1424.5091552734375
0.1087499,1201.00732421875
0.1112499,1305.205810546875
0.1137499,1621.964599609375
0.1162499,1909.171630859375
0.1187499,1946.1373291015625
0.1212499,1662.10986328125
0.1237499,1329.6878662109375
0.1262499,1213.150390625
0.1287499,1408.120361328125
0.1312499,1739.8963623046875
0.1337499,1959.9171142578125
0.1362499,1883.333740234375
0.1387499,1531.6669921875
0.1412499,1226.93359375
0.1437499,1229.9468994140625
0.1462499,1501.157470703125
0.1487499,1823.526123046875
0.1512499,1958.8209228515625
0.1537499,1770.65673828125
0.1562499,1416.525390625
0.1587499,1197.620361328125
0.1612499,1306.0963134765625
0.1637499,1623.47705078125
0.1662499,1907.381591796875
0.1687499,1939.5052490234375
0.1712499,1652.604248046875
0.1737499,1322.0833740234375
0.17624990000000001,1209.666748046875
0.1787499,1407.1334228515625
0.1812499,1742.706787109375
0.1837499,1946.1654052734375
0.1862499,1850.3323974609375
0.1887499,1503.4659423828125
0.1912499,1213.9727783203125
0.1937499,1231.378173828125
0.1962499,1511.902587890625
0.1987499,1836.5220947265625
0.2012499,1969.61767578125
