# Time (seconds),Voltage
0.0012499,1397
0.0037499,1445
0.0062499,1743
0.0087499,2070
0.0112499,2136
0.0137499,1898
0.016249899999999998,1592
0.0187499,1458
0.021249900000000002,1590
0.023749899999999997,1909
0.0262499,2144
0.028749900000000002,2068
0.031249899999999997,1759
0.0337499,1477
0.0362499,1424
0.0387499,1633
0.0412499,1952
0.0437499,2096
0.0462499,1919
0.0487499,1592
0.0512499,1379
0.053749899999999996,1424
0.0562499,1708
0.0587499,2012
0.061249899999999996,2067
0.0637499,1822
0.0662499,1508
0.0687499,1368
0.0712499,1501
0.0737499,1828
0.0762499,2062
0.0787499,1975
0.0812499,1667
0.0837499,1393
0.0862499,1345
0.0887499,1563
0.0912499,1902
0.0937499,2073
0.0962499,1919
0.0987499,1595
0.1012499,1366
0.1037499,1405
0.1062499,1696
0.1087499,2062
0.1112499,2215
0.1137499,2109
0.1162499,1975
0.1187499,2041
0.1212499,2359
0.1237499,2824
0.1262499,3140
0.1287499,3059
0.1312499,2640
0.1337499,2157
0.1362499,1864
0.1387499,1812
0.1412499,1878
0.1437499,1825
0.1462499,1551
0.1487499,1213
0.1512499,1034
0.1537499,1131
0.1562499,1459
0.1587499,1806
0.1612499,1901
0.1637499,1687
0.1662499,1393
0.1687499,1269
0.1712499,1417
0.1737499,1746
0.17624990000000001,2007
0.1787499,1972
0.1812499,1677
0.1837499,1403
0.1862499,1353
0.1887499,1553
0.1912499,1870
0.1937499,2033
0.1962499,1880
0.1987499,1567
0.2012499,1351
0.2037499,1392
0.2062499,1674
0.20874990000000002,1994
0.2112499,2065
0.2137499,1828
0.2162499,1511
0.2187499,1353
0.2212499,1467
0.2237499,1772
0.2262499,2027
0.2287499,1990
0.2312499,1711
0.2337499,1442
0.2362499,1382
0.23874990000000001,1579
0.2412499,1902
0.2437499,2072
0.2462499,1923
0.2487499,1609
0.2512499,1395
0.25374990000000003,1435
0.25624990000000003,1724
0.25874990000000003,2043
0.26124990000000003,2101
0.26374990000000004,1854
0.26624990000000004,1533
0.26874990000000004,1377
0.27124990000000004,1496
0.27374990000000005,1817
0.27624990000000005,2086
0.27874990000000005,2060
0.28124990000000005,1785
0.28374990000000005,1508
0.28624990000000006,1443
0.28874990000000006,1637
0.2912499,1956
0.2937499,2125
0.2962499,1977
0.2987499,1675
0.3012499,1458
0.3037499,1487
0.3062499,1754
0.3087499,2073
0.3112499,2160
0.3137499,1948
0.31624990000000003,1653
0.31874990000000003,1514
0.32124990000000003,1625
0.32374990000000003,1932
0.32624990000000004,2184
0.32874990000000004,2147
0.33124990000000004,1877
0.33374990000000004,1625
0.33624990000000005,1579
0.33874990000000005,1778
0.34124990000000005,2110
0.34374990000000005,2292
0.34624990000000005,2152
0.34874990000000006,1838
0.35124990000000006,1616
0.3537499,1646
0.3562499,1906
0.3587499,2212
0.3612499,2286
0.3637499,2056
0.3662499,1745
0.3687499,1608
0.3712499,1730
0.3737499,2049
0.3762499,2313
0.37874990000000003,2226
0.38124990000000003,1906
0.38374990000000003,1625
0.38624990000000003,1535
0.38874990000000004,1712
0.39124990000000004,2033
0.39374990000000004,2205
0.39624990000000004,2043
0.39874990000000005,1693
0.40124990000000005,1427
0.40374990000000005,1430
0.40624990000000005,1690
0.40874990000000005,2006
0.41124990000000006,2083
0.41374990000000006,1846
0.41624990000000006,1517
0.4187499,1350
0.4212499,1448
0.4237499,1753
0.4262499,2017
0.4287499,1988
0.4312499,1701
0.4337499,1414
0.4362499,1330
0.4387499,1513
0.44124990000000003,1832
0.44374990000000003,2015
0.44624990000000003,1883
0.44874990000000003,1566
0.45124990000000004,1321
0.45374990000000004,1332
0.45624990000000004,1593
0.45874990000000004,1909
0.46124990000000005,1994
0.46374990000000005,1774
0.46624990000000005,1464
0.46874990000000005,1310
0.47124990000000005,1419
0.47374990000000006,1728
0.47624990000000006,1986
0.47874990000000006,1957
0.4812499,1669
0.4837499,1358
0.4862499,1266
0.4887499,1450
0.4912499,1783
0.4937499,1993
0.4962499,1880
0.4987499,1585
0.5012499,1355
0.5037499000000001,1368
0.5062499,1622
0.5087499000000001,1930
0.5112499,2017
0.5137499,1795
0.5162499,1482
0.5187499,1327
0.5212499,1438
0.5237499,1745
0.5262499,1998
0.5287499,1954
0.5312499,1653
0.5337499,1358
0.5362499000000001,1285
0.5387499,1477
0.5412499000000001,1811
0.5437499,2012
0.5462499000000001,1891
0.5487499,1582
0.5512499000000001,1343
0.5537499,1353
0.5562499000000001,1606
0.5587499,1919
0.5612499000000001,2004
0.5637499,1772
0.5662499000000001,1445
0.5687499,1279
0.5712499000000001,1380
0.5737499,1691
0.5762499000000001,1970
0.5787499,1959
0.5812499,1683
0.5837499,1398
0.5862499,1318
0.5887499,1501
0.5912499,1828
0.5937499,2030
0.5962499,1904
0.5987499000000001,1588
0.6012499,1350
0.6037499000000001,1355
0.6062499,1592
0.6087499000000001,1896
0.6112499,1994
0.6137499000000001,1774
0.6162499,1464
0.6187499000000001,1308
0.6212499,1409
0.6237499000000001,1708
0.6262499,1977
0.6287499000000001,1964
0.6312499,1680
0.6337499000000001,1380
0.6362499,1290
0.6387499000000001,1474
0.6412499,1817
0.6437499,2033
0.6462499,1914
0.6487499,1604
0.6512499,1366
0.6537499,1368
0.6562499,1616
0.6587499,1930
0.6612499000000001,2027
0.6637499,1817
0.6662499000000001,1511
0.6687499,1351
0.6712499000000001,1450
0.6737499,1751
0.6762499000000001,2017
0.6787499,1999
0.6812499000000001,1725
0.6837499,1443
0.6862499000000001,1358
0.6887499,1540
0.6912499000000001,1877
0.6937499,2085
0.6962499000000001,1964
0.6987499,1654
0.7012499000000001,1429
0.7037499,1443
0.7062499,1679
0.7087499,1978
0.7112499,2078
0.7137499,1854
0.7162499,1521
0.7187499,1327
0.7212499,1413
0.7237499000000001,1716
0.7262499,1996
0.7287499000000001,1993
0.7312499,1712
0.7337499000000001,1406
0.7362499,1306
0.7387499000000001,1475
0.7412499,1795
0.7437499000000001,1994
0.7462499,1878
0.7487499000000001,1572
0.7512499,1326
0.7537499000000001,1324
0.7562499,1569
0.7587499000000001,1893
0.7612499,2007
0.7637499000000001,1799
0.7662499,1477
0.7687499000000001,1295
0.7712499,1380
0.7737499,1675
0.7762499,1943
0.7787499,1935
0.7812499,1658
0.7837499,1366
0.7862499000000001,1276
0.7887499,1455
0.7912499000000001,1795
0.7937499,2019
0.7962499000000001,1932
0.7987499,1677
0.8012499000000001,1548
0.8037499,1709
0.8062499000000001,2144
0.8087499,2661
0.8112499000000001,2955
0.8137499,2887
0.8162499000000001,2594
0.8187499,2313
0.8212499000000001,2212
0.8237499,2278
0.8262499000000001,2307
0.8287499,2054
0.8312499000000001,1548
0.8337499,1086
0.8362499,920
0.8387499,1092
0.8412499,1479
0.8437499,1762
0.8462499,1717
0.8487499000000001,1446
0.8512499,1221
0.8537499000000001,1234
0.8562499,1492
0.8587499000000001,1827
0.8612499,1954
0.8637499000000001,1754
0.8662499,1435
0.8687499000000001,1248
0.8712499,1337
0.8737499000000001,1638
0.8762499,1904
0.8787499000000001,1896
0.8812499,1653
0.8837499000000001,1359
0.8862499,1261
0.8887499000000001,1419
0.8912499,1746
0.8937499000000001,1964
0.8962499,1869
0.8987499,1571
0.9012499,1335
0.9037499,1345
0.9062499,1571
0.9087499,1865
0.9112499000000001,1964
0.9137499,1756
0.9162499000000001,1448
0.9187499,1279
0.9212499000000001,1366
0.9237499,1667
0.9262499000000001,1961
0.9287499,1972
0.9312499000000001,1701
0.9337499,1408
0.9362499000000001,1310
0.9387499,1471
0.9412499000000001,1793
0.9437499,2007
0.9462499000000001,1917
0.9487499,1621
0.9512499000000001,1368
0.9537499,1355
0.9562499000000001,1590
0.9587499,1912
0.9612499,2043
0.9637499,1853
0.9662499,1530
0.9687499,1334
0.9712499,1401
0.9737499000000001,1690
0.9762499,1980
0.9787499000000001,2006
0.9812499,1756
0.9837499000000001,1474
0.9862499,1374
0.9887499000000001,1530
0.9912499,1861
0.9937499000000001,2088
0.9962499,1996
0.9987499000000001,1696
1.0012499,1451
1.0037498999999999,1443
1.0062499,1680
1.0087499,2004
1.0112499,2131
1.0137498999999999,1943
1.0162499,1630
1.0187499,1451
1.0212499,1532
1.0237498999999999,1824
1.0262498999999998,2122
1.0287499,2155
1.0312499,1915
1.0337498999999999,1632
1.0362498999999998,1527
1.0387499,1679
1.0412499,2001
1.0437499,2218
1.0462498999999998,2128
1.0487499,1827
1.0512499,1574
1.0537499,1561
1.0562498999999999,1796
1.0587499,2122
1.0612499,2251
1.0637499,2060
1.0662498999999999,1733
1.0687499,1529
1.0712499,1577
1.0737499,1849
1.0762498999999999,2120
1.0787499,2123
1.0812499,1840
1.0837499,1517
1.0862498999999999,1385
1.0887499,1517
1.0912499,1825
1.0937499,2043
1.0962498999999999,1946
1.0987498999999998,1633
1.1012499,1374
1.1037499,1350
1.1062499,1558
1.1087498999999998,1841
1.1112499,1951
1.1137499,1756
1.1162499,1440
1.1187498999999999,1250
1.1212499,1313
1.1237499,1598
1.1262499,1890
1.1287498999999999,1925
1.1312499,1679
1.1337499,1388
1.1362499,1276
1.1387498999999999,1417
1.1412499,1732
1.1437499,1952
1.1462499,1861
1.1487498999999999,1556
1.1512499,1290
1.1537499,1261
1.1562499,1480
1.1587498999999999,1798
1.1612498999999998,1938
1.1637499,1767
1.1662499,1464
1.1687499,1279
1.1712498999999998,1350
1.1737499,1641
1.1762499,1922
1.1787499,1943
1.1812498999999999,1679
1.1837499,1368
1.1862499,1247
